titre,auteur,langue,genre,description,annee,source
Library of Congress Catalog,Library of Congress,français,Audio-visual materials,A cumulative list of works represented by Library of Congress printed cards.,1973,http://books.google.com/books?id=_Ns4AAAAMAAJ&dq=livre&hl=&source=gbs_api
"Archimedes in the Middle Ages: The fate of the medieval Archimedes, 1300-1565. 3 v",Archimedes,français,Mathematics,Description non disponible,1964,http://books.google.com/books?id=U9ruAAAAMAAJ&dq=livre&hl=&source=gbs_api
Mississippi Provincial Archives [1701]-: 1701-1729,Mississippi. Department of Archives and History,français,Archives,Description non disponible,1929,http://books.google.com/books?id=k8kBAAAAMAAJ&dq=livre&hl=&source=gbs_api
Mississippi Provincial Archives 1701-1743,Mississippi. Dept. of archives and history,français,Non spécifié,Description non disponible,1929,http://books.google.com/books?id=iZuGbrNIF28C&dq=livre&hl=&source=gbs_api
General Catalogue of Printed Books,British Museum. Department of Printed Books,français,English literature,Description non disponible,1931,http://books.google.com/books?id=frN4t4bTRtsC&dq=livre&hl=&source=gbs_api
The Times Literary Supplement Index,Inconnu,français,Books,Description non disponible,1940,http://books.google.com/books?id=FTIOAQAAMAAJ&dq=livre&hl=&source=gbs_api
Diplomatic History of the European War,New York Public Library,français,"World War, 1914-1918",Description non disponible,1917,http://books.google.com/books?id=H5IMAAAAYAAJ&dq=livre&hl=&source=gbs_api
"The New Grove Dictionary of Music and Musicians: Recitative to Russian Federation, I",Stanley Sadie,français,Music,Description non disponible,2001,http://books.google.com/books?id=_nBLAAAAYAAJ&dq=livre&hl=&source=gbs_api
The Times Literary Supplement Index,Inconnu,français,Books,Description non disponible,1940,http://books.google.com/books?id=FTIOAQAAMAAJ&dq=livre&hl=&source=gbs_api
Diplomatic History of the European War,New York Public Library,français,"World War, 1914-1918",Description non disponible,1917,http://books.google.com/books?id=H5IMAAAAYAAJ&dq=livre&hl=&source=gbs_api
"The New Grove Dictionary of Music and Musicians: Recitative to Russian Federation, I",Stanley Sadie,français,Music,Description non disponible,2001,http://books.google.com/books?id=_nBLAAAAYAAJ&dq=livre&hl=&source=gbs_api
1763-1766. Letters and enclosures to the secretary of state from Major Robert Farmer and Governor George Johnstone,Mississippi. Department of Archives and History,français,Archives,Description non disponible,1911,http://books.google.com/books?id=HWOhl7yqAZYC&dq=livre&hl=&source=gbs_api
"Mississippi Provincial Archives, 1763-1766: Letters and enclosures to the secretary of state from Major Robert Farmar and Governor George Johnstone",Mississippi. Dept. of Archives and History,français,Archives,Description non disponible,1911,http://books.google.com/books?id=NgVJAQAAMAAJ&dq=livre&hl=&source=gbs_api
"Catalogue of the London Library, St. James's Square, London: 1928-1950","London Library, Charles Theodore Hagberg Wright, C. J. Purnell",français,Library catalogs,Description non disponible,1920,http://books.google.com/books?id=Dmk-AQAAMAAJ&dq=livre&hl=&source=gbs_api
Spink & Son's Monthly Numismatic Circular,Inconnu,français,Coins,Description non disponible,1904,http://books.google.com/books?id=sLY_AQAAMAAJ&dq=livre&hl=&source=gbs_api
Solar Power,"Sophia Behling, Stefan Behling",français,Architecture,"This reprint is a dramatic, fast-moving voyage from the dawn of civilization to the 21st century, celebrating and reminding us of the importance of the sun.",2000,http://books.google.com/books?id=3NtOAAAAYAAJ&dq=livre&hl=&source=gbs_api
International Preservation News,Inconnu,français,Archival materials,Description non disponible,2000,http://books.google.com/books?id=v75VpFNdvhMC&dq=livre&hl=&source=gbs_api
"Fifth Census of Canada, 1911",Canada. Census and Statistics Office,français,Canada,Description non disponible,1914,http://books.google.com/books?id=FxkYAAAAMAAJ&dq=livre&hl=&source=gbs_api
Guide to Reprints,Inconnu,français,Editions,Description non disponible,2005,http://books.google.com/books?id=2v6H9YMsI6oC&dq=livre&hl=&source=gbs_api
Heath's Standard French and English Dictionary,Jean Edmond Mansion,français,English language,Description non disponible,1961,http://books.google.com/books?id=Q59iAAAAMAAJ&dq=livre&hl=&source=gbs_api
The Catalogue of Printed Music in the British Library to 1980,"British Library. Department of Printed Books, British Library, Laureen Baillie",français,Music,Description non disponible,1981,http://books.google.com/books?id=sh3jAAAAMAAJ&dq=livre&hl=&source=gbs_api
The Canadian Record of Performance for Purebred Dairy Cattle,Inconnu,français,Livestock,Description non disponible,1927,http://books.google.com/books?id=0RItl6iNdvgC&dq=livre&hl=&source=gbs_api
French Eighteenth-century Porcelain at the Wadsworth Atheneum,"Linda Horvitz Roth, Clare Le Corbeiller",français,Antiques & Collectibles,The definitive catalog of this important collection,2000,http://books.google.com/books?id=hBnrAAAAMAAJ&dq=livre&hl=&source=gbs_api
Publishers' International ISBN Directory,Maria Caridia,français,Non spécifié,Description non disponible,2000,http://books.google.com/books?id=aiVYAAAAMAAJ&dq=livre&hl=&source=gbs_api
The J. Paul Getty Museum Journal,J. Paul Getty Museum,français,Art,"Vols. include an ""acquisitions supplement"" listing the Museum's acquisitions for the preceding year.",1985,http://books.google.com/books?id=zKTrAAAAMAAJ&dq=livre&hl=&source=gbs_api
Théatre,"Pierre Corneille, Daniel Mornet",français,Non spécifié,Description non disponible,1912,http://books.google.com/books?id=8kq3wgEACAAJ&dq=livre&hl=&source=gbs_api
Canadian Periodical Index,Inconnu,français,Canadian periodicals,Description non disponible,1965,http://books.google.com/books?id=2tYxAQAAIAAJ&dq=livre&hl=&source=gbs_api
"Trois préludes et fugues, pour grand orgue",Marcel Dupré,français,"Canons, fugues, etc. (Organ)",Description non disponible,1920,http://books.google.com/books?id=vfYHAQAAMAAJ&dq=livre&hl=&source=gbs_api
Le Livre du rire et de l'oubli,Milan Kundera,français,Non spécifié,Description non disponible,1978,http://books.google.com/books?id=OthpzgEACAAJ&dq=livre&hl=&source=gbs_api
Les magasins de Paris,"Auguste Luchet, Ligaran,",français,Fiction,"Extrait : ""Un observateur très profond et très spirituel terminait dernièrement par ces mots la physiologie du Boutiquier : « Le boutiquier ne dit plus plus : Ma boutique ; il dit : Mon magasin. – Il ne parle plus de ses pratiques, mais bien de sa clientelle. – Il n'a plus de garçons pour servir, ce sont des commis. – Il vend pas de telle ou telle marchandise ; il tient tels et tels articles. – Il ne s'intitule plus marchand mercier, c'est aujourd'hui un commerçant en...»"" À PROPOS DES ÉDITIONS LIGARAN Les éditions LIGARAN proposent des versions numériques de qualité de grands livres de la littérature classique mais également des livres rares en partenariat avec la BNF. Beaucoup de soins sont apportés à ces versions ebook pour éviter les fautes que l'on trouve trop souvent dans des versions numériques de ces textes. LIGARAN propose des grands classiques dans les domaines suivants : • Livres rares • Livres libertins • Livres d'Histoire • Poésies • Première guerre mondiale • Jeunesse • Policier",2015,http://books.google.com/books?id=E-7wCQAAQBAJ&dq=livre&hl=&source=gbs_api
Le grand livre jeu de Noël,Inconnu,français,Non spécifié,Description non disponible,2024,http://books.google.com/books?id=Nd__0AEACAAJ&dq=livre&hl=&source=gbs_api
La Sainte Bible,Inconnu,français,Non spécifié,Description non disponible,1953,http://books.google.com/books?id=SFJKjgEACAAJ&dq=livre&hl=&source=gbs_api
"Humain, trop humain",Friedrich Nietzsche,français,Non spécifié,Description non disponible,1981,http://books.google.com/books?id=WkNoAQAACAAJ&dq=livre&hl=&source=gbs_api
Le Livre de la jungle,Rudyard Kipling,français,Non spécifié,"Le Livre de la jungle est un recueil de nouvelles mettant en scène plusieurs héros, dont le plus célèbre est Mowgli. Recueilli par une famille de loups, menacé par le terrible tigre Shere Khan, le petit d'homme fait l'apprentissage des lois qui régissent la vie au coeur de la jungle, guidé par ses amis, l'ours Baloo et la panthère Bagheera.",2013,http://books.google.com/books?id=gfl1lwEACAAJ&dq=livre&hl=&source=gbs_api
Le livre français,"Julien Cain, Robert Escarpit, Henri-Jean Martin",français,Book industries and trade,Description non disponible,1972,http://books.google.com/books?id=MVILAQAAIAAJ&dq=livre&hl=&source=gbs_api
Le Livre de la Ferme et des Maisons de Campagne. Tome 1,Sans Auteur,français,Non spécifié,"Le livre de la famille: les personnes et les choses, savoir-vivre et savoir-faire, morale, education, economie domestique, hygiene, soins aux enfants, etc.Date de l'edition originale: 1892Ce livre est la reproduction fidele d'une oeuvre publiee avant 1920 et fait partie d'une collection de livres reimprimes a la demande editee par Hachette Livre, dans le cadre d'un partenariat avec la Bibliotheque nationale de France, offrant l'opportunite d'acceder a des ouvrages anciens et souvent rares issus des fonds patrimoniaux de la BnF.Les oeuvres faisant partie de cette collection ont ete numerisees par la BnF et sont presentes sur Gallica, sa bibliotheque numerique.En entreprenant de redonner vie a ces ouvrages au travers d'une collection de livres reimprimes a la demande, nous leur donnons la possibilite de rencontrer un public elargi et participons a la transmission de connaissances et de savoirs parfois difficilement accessibles.Nous avons cherche a concilier la reproduction fidele d'un livre ancien a partir de sa version numerisee avec le souci d'un confort de lecture optimal. Nous esperons que les ouvrages de cette nouvelle collection vous apporteront entiere satisfaction.Pour plus d'informations, rendez-vous sur www.hachettebnf.frhttp: //gallica.bnf.fr/ark: /12148/bpt6k5726555s",2018,http://books.google.com/books?id=oCPmtwEACAAJ&dq=livre&hl=&source=gbs_api
"Le Livre de la Foy, de l'Espérance et de la Charité",Augustin,français,Non spécifié,Description non disponible,1661,https://play.google.com/store/books/details?id=nUIy9eNYl68C&source=gbs_api
Mon Premier Bébé Livre D'or,Livre d'or Premier bébé Publishing,français,Non spécifié,"Le premier livre d'or pour la naissance du premier bébé, 50 pages à remplir par les invités pour donner des conseils au couple et souhaiter le meilleur au nouveau né, gardez des souvenir pour toujours, et montrez les au bébé quand il sera grand. Le meilleur Cadeau pour un couple qui attendent un premier bébé, pour les jeunes mamans. fêtez la naissance de votre premier bébé et garder des souvenir au mémoires. Plus de carnet et de livres d'or sont disponibles dans toutes les catégories. Plus de détails : Une belle couverture bien soignée 50 pages à remplire pages de haute qualité taille des feuilles 21,59' x '21,59 Faites le avec passion ou ne le faites pas du tout.",2020,http://books.google.com/books?id=tokfzgEACAAJ&dq=livre&hl=&source=gbs_api
L'enfant guerre,Olivier Martinelli,français,Fiction,"Le peuple Krol est redevenu maître de son destin. À présent, le Grand Kal prépare ses troupes pour partir à la conquête de Grande Île et libérer les vierges enlevées par les guerriers blancs, aux premiers jours de l’invasion. Pour atteindre les Palocks, ...",2021,http://books.google.com/books?id=8scoEAAAQBAJ&dq=livre&hl=&source=gbs_api
La Vie du Livre,François Fertiault,français,Poetry,"Excerpt from La Vie du Livre: Derniers Feuillets d'un Bibliophile Et l'ami me souligne la contradiction. Elle n'est qu a la surface. Oui, il est cruel de démembrer un livre. Mais si le livre est radicalement mauvais et qu'on le brûle, on n'a à voir, là, que la suppression méritée d'un criminel. En un autre moment il a été dit Brûler des livres C'est un crime. Mais les mauvais Les mauvais ne sont pas des livres. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",2018,http://books.google.com/books?id=WUKNswEACAAJ&dq=livre&hl=&source=gbs_api
Le livre de Monelle,Marcel Schwob,français,Non spécifié,Description non disponible,2025,http://books.google.com/books?id=_z9u0QEACAAJ&dq=livre&hl=&source=gbs_api
